source_name,source_url,report_title,report_year,report_week,year_week,week_start,week_end,region_group,age_group,surveillance_scene,metric_type,pathogen_name,positive_rate,week_over_week_change,rank,ranked_pathogen,crawl_time,raw_file
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,,门急诊流感样病例,pathogen_positive_rate,副流感病毒,5.3,-0.1,,,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,,住院严重急性呼吸道感染病例,pathogen_positive_rate,副流感病毒,4.1,-0.1,,,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,,门急诊流感样病例,pathogen_positive_rate,普通冠状病毒,3.9,-1.5,,,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,,住院严重急性呼吸道感染病例,pathogen_positive_rate,普通冠状病毒,3.5,0.3,,,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,,门急诊流感样病例,pathogen_positive_rate,博卡病毒,0.4,0,,,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,,住院严重急性呼吸道感染病例,pathogen_positive_rate,博卡病毒,0.3,-0.5,,,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,,门急诊流感样病例,pathogen_positive_rate,鼻病毒,5.6,1,,,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,,住院严重急性呼吸道感染病例,pathogen_positive_rate,鼻病毒,5,-0.9,,,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,,门急诊流感样病例,pathogen_positive_rate,肠道病毒,0.7,-0.2,,,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,,住院严重急性呼吸道感染病例,pathogen_positive_rate,肠道病毒,0.8,0.1,,,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,,门急诊流感样病例,pathogen_positive_rate,肺炎支原体,0.2,0,,,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,,住院严重急性呼吸道感染病例,pathogen_positive_rate,肺炎支原体,0.5,-0.2,,,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,南方省份,,门急诊流感样病例,region_top_pathogen,,,,1,流感病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,南方省份,,门急诊流感样病例,region_top_pathogen,,,,2,鼻病毒、副流感病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,南方省份,,门急诊流感样病例,region_top_pathogen,,,,3,呼吸道合胞病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,南方省份,,住院严重急性呼吸道感染病例,region_top_pathogen,,,,1,呼吸道合胞病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,南方省份,,住院严重急性呼吸道感染病例,region_top_pathogen,,,,2,鼻病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,南方省份,,住院严重急性呼吸道感染病例,region_top_pathogen,,,,3,副流感病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,北方省份,,门急诊流感样病例,region_top_pathogen,,,,1,流感病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,北方省份,,门急诊流感样病例,region_top_pathogen,,,,2,呼吸道合胞病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,北方省份,,门急诊流感样病例,region_top_pathogen,,,,3,鼻病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,北方省份,,住院严重急性呼吸道感染病例,region_top_pathogen,,,,1,呼吸道合胞病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,北方省份,,住院严重急性呼吸道感染病例,region_top_pathogen,,,,2,鼻病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,北方省份,,住院严重急性呼吸道感染病例,region_top_pathogen,,,,3,流感病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,0 ～ 4 岁,门急诊流感样病例,age_top_pathogen,,,,1,呼吸道合胞病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,0 ～ 4 岁,住院严重急性呼吸道感染病例,age_top_pathogen,,,,1,呼吸道合胞病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,0 ～ 4 岁,门急诊流感样病例,age_top_pathogen,,,,2,副流感病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,0 ～ 4 岁,住院严重急性呼吸道感染病例,age_top_pathogen,,,,2,副流感病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,0 ～ 4 岁,门急诊流感样病例,age_top_pathogen,,,,3,流感病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
中国疾控中心全国急性呼吸道传染病哨点监测情况,https://www.chinacdc.cn/jksj/jksj04_14275/202603/t20260312_315434.html,全国急性呼吸道传染病哨点监测情况（2026年第10周）,2026,10,2026-W10,2026-03-02,2026-03-08,全国,0 ～ 4 岁,住院严重急性呼吸道感染病例,age_top_pathogen,,,,3,鼻病毒,2026-05-28 01:05:22,/Users/zhoujia/code/大数据期末实验/大模型助力大数据分析/呼吸道传染病监测与早期预警分析/data/raw/respiratory_weekly/t20260312_315434_7d03650bcb91274c.html
